17
zapis017.txt
REJESTRATOR v1.0
by BOGON


Data       Godzina      Szerokosc Dlugosc    Wysokosc SATS Przyspiezenie   Pochylenie
                        (deg)     (deg)      (m)           X, Y, Z               Przechylenie
------------------------------------------------------------------------------------------------
25/05/2017 20:41:34 	51.099029 23.452594  141.20   4    0.00,0.11,0.97  4.83  -5.97
25/05/2017 20:41:34 	51.099029 23.452594  141.20   4    0.00,0.11,0.99  4.70  -6.00
25/05/2017 20:41:35 	51.099025 23.452611  141.20   4    0.01,0.11,0.98  4.77  -5.99
25/05/2017 20:41:35 	51.099025 23.452611  141.20   4    0.01,0.11,0.98  4.79  -5.94
25/05/2017 20:41:36 	51.099018 23.452623  141.20   4    0.01,0.11,0.98  4.79  -5.94
25/05/2017 20:41:36 	51.099018 23.452623  140.90   4    0.00,0.11,0.98  4.77  -5.95
25/05/2017 20:41:36 	51.099018 23.452623  140.90   4    0.01,0.11,0.98  4.79  -5.94
25/05/2017 20:41:37 	51.099014 23.452638  140.70   4    0.01,0.11,0.99  4.86  -5.89
25/05/2017 20:41:37 	51.099014 23.452638  140.70   4    0.01,0.11,0.98  4.83  -5.80
25/05/2017 20:41:37 	51.099014 23.452638  140.70   4    0.01,0.12,0.99  4.84  -5.94
25/05/2017 20:41:38 	51.099014 23.452648  140.70   4    0.00,0.11,0.98  4.76  -5.90
25/05/2017 20:41:38 	51.099014 23.452648  140.70   4    0.00,0.11,0.99  4.73  -5.93
25/05/2017 20:41:39 	51.099018 23.452648  140.70   4    0.00,0.11,0.99  4.64  -5.95
25/05/2017 20:41:39 	51.099018 23.452648  140.30   4    0.00,0.11,0.99  4.69  -5.98
25/05/2017 20:41:39 	51.099018 23.452648  140.30   4    0.01,0.11,0.98  4.77  -6.03
25/05/2017 20:41:40 	51.099025 23.452646  140.40   4    0.01,0.11,0.98  4.84  -6.05
25/05/2017 20:41:40 	51.099025 23.452646  140.40   4    0.01,0.12,0.98  4.83  -6.07
25/05/2017 20:41:40 	51.099025 23.452646  140.40   4    0.00,0.11,0.98  4.71  -6.05
25/05/2017 20:41:41 	51.099029 23.452644  140.40   4    0.01,0.12,0.99  4.86  -6.09
25/05/2017 20:41:41 	51.099029 23.452644  140.40   4    0.00,0.11,0.99  4.76  -5.97
25/05/2017 20:41:42 	51.099033 23.452644  140.40   4    0.01,0.11,0.99  4.85  -6.01
25/05/2017 20:41:42 	51.099033 23.452644  141.60   4    0.00,0.11,0.99  4.77  -5.94
25/05/2017 20:41:42 	51.099033 23.452644  141.60   4    0.00,0.11,0.98  4.76  -5.99
25/05/2017 20:41:43 	51.099033 23.452640  141.80   4    0.01,0.11,0.99  4.87  -5.85
25/05/2017 20:41:43 	51.099033 23.452640  141.80   4    0.01,0.11,0.98  4.83  -5.89
25/05/2017 20:41:43 	51.099033 23.452640  141.80   4    0.01,0.11,0.99  4.85  -5.95
25/05/2017 20:41:44 	51.099040 23.452636  141.80   4    0.00,0.11,0.98  4.74  -5.92
25/05/2017 20:41:44 	51.099040 23.452636  141.80   4    -0.00,0.11,0.99  4.61  -5.85
25/05/2017 20:41:45 	51.099040 23.452627  141.80   4    0.01,0.11,0.98  4.74  -5.76
25/05/2017 20:41:45 	51.099040 23.452627  142.90   4    0.00,0.12,0.98  4.73  -5.93
25/05/2017 20:41:45 	51.099040 23.452627  142.90   4    0.01,0.11,0.98  4.77  -5.79
25/05/2017 20:41:46 	51.099044 23.452634  143.70   4    0.00,0.12,0.98  4.67  -5.99
25/05/2017 20:41:46 	51.099044 23.452634  143.70   4    0.01,0.11,0.98  4.78  -5.92
25/05/2017 20:41:46 	51.099044 23.452634  143.70   4    0.01,0.11,0.99  4.81  -5.86
25/05/2017 20:41:47 	51.099056 23.452627  143.70   4    0.01,0.11,0.98  4.81  -5.87
